query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lp_2798,220668.lp_2798,2.89E-165,464,"COG0710@1|root,COG0710@2|Bacteria,1UUXC@1239|Firmicutes,4IF2Z@91061|Bacilli,3F5GT@33958|Lactobacillaceae",2|Bacteria,E,Type I 3-dehydroquinase,aroD,"GO:0000166,GO:0003674,GO:0003824,GO:0003855,GO:0004764,GO:0005488,GO:0006082,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009712,GO:0009713,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018958,GO:0019438,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0042537,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046189,GO:0046278,GO:0046279,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901615,GO:1901617","1.1.1.25,4.2.1.10","ko:K03785,ko:K13832","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,"R02413,R03084","RC00206,RC00848","ko00000,ko00001,ko00002,ko01000",-,-,-,"DHquinase_I,Shikimate_DH,Shikimate_dh_N"
lp_2799,220668.lp_2799,0,930,"COG0531@1|root,COG0531@2|Bacteria,1TRFS@1239|Firmicutes,4HBIP@91061|Bacilli,3FCAH@33958|Lactobacillaceae",2|Bacteria,E,amino acid,ycaM,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K20265,"ko02024,map02024",-,-,-,"ko00000,ko00001,ko02000","2.A.3.7.1,2.A.3.7.3",-,-,AA_permease_2
lp_2800b,220668.lp_2800,2.45E-101,298,"COG1846@1|root,COG1846@2|Bacteria,1U5TQ@1239|Firmicutes,4IFHR@91061|Bacilli,3F6HN@33958|Lactobacillaceae",2|Bacteria,K,Winged helix DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_27,MarR,MarR_2"
lp_2802,220668.lp_2802,2.45E-213,588,"COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4H9XJ@91061|Bacilli,3F4IP@33958|Lactobacillaceae",2|Bacteria,S,"Oxidoreductase, aldo keto reductase family protein",-,-,1.1.1.346,ko:K06221,-,-,R08878,RC00089,"ko00000,ko01000",-,-,-,Aldo_ket_red
lp_2803,220668.lp_2803,5.11E-208,575,"COG0656@1|root,COG0656@2|Bacteria,1TPM1@1239|Firmicutes,4H9XJ@91061|Bacilli,3FB4Q@33958|Lactobacillaceae",2|Bacteria,S,reductase,akr5f,-,1.1.1.346,ko:K06221,-,-,R08878,RC00089,"ko00000,ko01000",-,-,-,Aldo_ket_red
lp_2804,220668.lp_2804,1.59E-210,582,"COG0583@1|root,COG0583@2|Bacteria,1UZXK@1239|Firmicutes,4HUWT@91061|Bacilli,3F41Q@33958|Lactobacillaceae",2|Bacteria,K,Transcriptional regulator,-,-,-,ko:K02051,-,M00188,-,-,"ko00000,ko00002,ko02000","3.A.1.16,3.A.1.17",-,-,"HTH_1,LysR_substrate,NMT1_2"
lp_2806,220668.lp_2806,2.94E-113,325,"COG4720@1|root,COG4720@2|Bacteria,1VBBN@1239|Firmicutes,4HMK4@91061|Bacilli,3FBKC@33958|Lactobacillaceae",2|Bacteria,S,Pfam:DUF3816,hmpT,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,ECF-ribofla_trS
lp_2807,220668.lp_2807,1.21E-306,835,"COG0162@1|root,COG0162@2|Bacteria,1TPGN@1239|Firmicutes,4H9YV@91061|Bacilli,3F48J@33958|Lactobacillaceae",2|Bacteria,J,Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr),tyrS,"GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006437,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.1,ko:K01866,"ko00970,map00970","M00359,M00360",R02918,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,"iAF1260.b1637,iBWG_1329.BWG_1452,iECDH10B_1368.ECDH10B_1771,iECDH1ME8569_1439.ECDH1ME8569_1581,iECH74115_1262.ECH74115_2349,iECIAI39_1322.ECIAI39_1418,iECNA114_1301.ECNA114_1685,iECO103_1326.ECO103_1778,iECO111_1330.ECO111_2107,iECO26_1355.ECO26_2366,iECSE_1348.ECSE_1760,iECSF_1327.ECSF_1500,iECSP_1301.ECSP_2202,iECUMN_1333.ECUMN_1928,iECW_1372.ECW_m1805,iECs_1301.ECs2346,iEKO11_1354.EKO11_2137,iETEC_1333.ETEC_1672,iEcDH1_1363.EcDH1_2003,iEcE24377_1341.EcE24377A_1847,iEcHS_1320.EcHS_A1713,iEcSMS35_1347.EcSMS35_1562,iEcolC_1368.EcolC_1992,iJO1366.b1637,iSFV_1184.SFV_1654,iSF_1195.SF1662,iSSON_1240.SSON_1519,iSbBS512_1146.SbBS512_E1829,iUMNK88_1353.UMNK88_2097,iWFL_1372.ECW_m1805,iY75_1357.Y75_RS08585","S4,tRNA-synt_1b"
lp_2809,220668.lp_2809,1.54E-144,409,"2A1CJ@1|root,30PJI@2|Bacteria,1U5QM@1239|Firmicutes,4IFEQ@91061|Bacilli,3F6BE@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2810,220668.lp_2810,2.05E-248,689,"COG3757@1|root,COG3757@2|Bacteria,1V2YH@1239|Firmicutes,4HKBF@91061|Bacilli,3F6FG@33958|Lactobacillaceae",2|Bacteria,M,Glycosyl hydrolases family 25,ampD,-,3.5.1.28,"ko:K01447,ko:K07273",-,-,R04112,"RC00064,RC00141","ko00000,ko01000",-,-,-,Glyco_hydro_25
lp_2812,220668.lp_2812,3.84E-185,514,"COG4990@1|root,COG4990@2|Bacteria,1V3XE@1239|Firmicutes,4HJBT@91061|Bacilli,3F4HZ@33958|Lactobacillaceae",2|Bacteria,S,Peptidase_C39 like family,yvpB,-,-,-,-,-,-,-,-,-,-,-,Peptidase_C39_2
lp_2813,220668.lp_2813,1.04E-120,344,"COG5506@1|root,COG5506@2|Bacteria,1U595@1239|Firmicutes,4IF0H@91061|Bacilli,3F58I@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF1694),yueI,-,-,-,-,-,-,-,-,-,-,-,DUF1694
lp_2816,220668.lp_2816,3.38E-150,423,"COG1811@1|root,COG1811@2|Bacteria,1U5PM@1239|Firmicutes,4HAQH@91061|Bacilli,3FB60@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF554),-,-,-,ko:K07150,-,-,-,-,ko00000,-,-,-,DUF554
lp_2817,220668.lp_2817,8.38E-192,532,"COG0789@1|root,COG0789@2|Bacteria,1V0RM@1239|Firmicutes,4IPXS@91061|Bacilli",2|Bacteria,KT,"helix_turn_helix, mercury resistance",-,-,-,-,-,-,-,-,-,-,-,-,"Cass2,GyrI-like,MerR_1"
lp_2818,220668.lp_2818,3.41E-295,807,"COG1301@1|root,COG1301@2|Bacteria,1TPME@1239|Firmicutes,4H9T7@91061|Bacilli,3F4Q2@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family,gltP,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0008150,GO:0015711,GO:0015849,GO:0016020,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0071702,GO:0071944",-,"ko:K03309,ko:K11102",-,-,-,-,"ko00000,ko02000","2.A.23,2.A.23.1.1,2.A.23.1.2",-,"iPC815.YPO0254,iYO844.BSU10220",SDF
lp_2820,220668.lp_2820,1.86E-123,351,"COG3477@1|root,COG3477@2|Bacteria,1VX0K@1239|Firmicutes,4HX2R@91061|Bacilli,3F6A5@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF1440),-,-,-,ko:K08996,-,-,-,-,ko00000,-,-,-,DUF1440
lp_2822,220668.lp_2822,3.59E-242,667,"COG0577@1|root,COG0577@2|Bacteria,1TWFZ@1239|Firmicutes,4H9RQ@91061|Bacilli,3F3K5@33958|Lactobacillaceae",2|Bacteria,V,ABC transporter permease,hrtB,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD"
lp_2823,220668.lp_2823,7.14E-157,440,"COG1136@1|root,COG1136@2|Bacteria,1TQP5@1239|Firmicutes,4HBXK@91061|Bacilli,3F4RP@33958|Lactobacillaceae",2|Bacteria,V,"ABC transporter, ATP-binding protein",devA,-,3.6.3.25,"ko:K02003,ko:K06020,ko:K09810","ko02010,map02010","M00255,M00258",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1,3.A.1.125",-,-,ABC_tran
lp_2824,220668.lp_2824,2.76E-117,337,"COG3275@1|root,COG3275@2|Bacteria,1UZUT@1239|Firmicutes,4HMC0@91061|Bacilli,3F4G1@33958|Lactobacillaceae",2|Bacteria,T,phosphorelay sensor kinase activity,-,-,2.7.7.65,"ko:K16923,ko:K18967",-,M00582,-,-,"ko00000,ko00002,ko01000,ko02000","3.A.1.28,9.B.34.1.1",-,-,"5TM-5TMR_LYT,ECF_trnsprt,GGDEF,HATPase_c,PAS_4,PAS_7"
lp_2825,220668.lp_2825,1.46E-240,660,"COG1957@1|root,COG1957@2|Bacteria,1TRQQ@1239|Firmicutes,4IQRZ@91061|Bacilli,3F4ZB@33958|Lactobacillaceae",2|Bacteria,F,Inosine-uridine preferring nucleoside hydrolase,iunH,-,3.2.2.1,"ko:K01239,ko:K01250,ko:K12700","ko00230,ko00760,ko01100,map00230,map00760,map01100",-,"R01245,R01273,R01677,R01770,R02143","RC00033,RC00063,RC00122,RC00318,RC00485","ko00000,ko00001,ko01000",-,-,-,IU_nuc_hydro
lp_2826,220668.lp_2826,3.55E-127,361,"COG0262@1|root,COG0262@2|Bacteria,1VAUA@1239|Firmicutes,4HH71@91061|Bacilli,3F57D@33958|Lactobacillaceae",2|Bacteria,H,RibD C-terminal domain,ywjB,-,1.5.1.3,ko:K00287,"ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523","M00126,M00840","R00936,R00937,R00939,R00940,R02235,R02236,R11765","RC00109,RC00110,RC00158","ko00000,ko00001,ko00002,ko01000",-,-,-,RibD_C
lp_2827,220668.lp_2827,1.39E-258,711,"COG0475@1|root,COG0475@2|Bacteria,1TS32@1239|Firmicutes,4HAGC@91061|Bacilli,3F3QK@33958|Lactobacillaceae",2|Bacteria,P,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,napA,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008150,GO:0008324,GO:0009847,GO:0015075,GO:0015077,GO:0015081,GO:0015291,GO:0015297,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0032502,GO:0034220,GO:0035725,GO:0044425,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0098655,GO:0098660,GO:0098662",-,-,-,-,-,-,-,-,-,-,Na_H_Exchanger
lp_2829,220668.lp_2829,2.11E-199,555,"COG0679@1|root,COG0679@2|Bacteria,1V0E3@1239|Firmicutes,4IQTM@91061|Bacilli,3F4BN@33958|Lactobacillaceae",2|Bacteria,S,Membrane transport protein,mleP3,-,-,ko:K07088,-,-,-,-,ko00000,-,-,-,Mem_trans
lp_2830,220668.lp_2830,0,900,"COG1027@1|root,COG1027@2|Bacteria,1TP3U@1239|Firmicutes,4HFM9@91061|Bacilli,3FBTC@33958|Lactobacillaceae",2|Bacteria,E,Fumarase C C-terminus,aspA,-,"4.2.1.2,4.3.1.1","ko:K01679,ko:K01744","ko00020,ko00250,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00250,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211","M00009,M00011,M00173,M00376","R00490,R01082","RC00316,RC00443,RC02799","ko00000,ko00001,ko00002,ko01000",-,-,-,"FumaraseC_C,Lyase_1"
lp_2833,220668.lp_2833,1.24E-260,717,"COG0477@1|root,COG2814@2|Bacteria,1TS0E@1239|Firmicutes,4HCEF@91061|Bacilli,3F5GE@33958|Lactobacillaceae",2|Bacteria,EGP,Major Facilitator Superfamily,ynfM,-,-,ko:K08224,-,-,-,-,"ko00000,ko02000",2.A.1.36,-,-,"MFS_1,Sugar_tr"
lp_2835,220668.lp_2835,4.35E-164,458,"COG1011@1|root,COG1011@2|Bacteria,1TQYM@1239|Firmicutes,4HPIM@91061|Bacilli,3F7UN@33958|Lactobacillaceae",2|Bacteria,S,Haloacid dehalogenase-like hydrolase,hadL,-,3.8.1.2,"ko:K01560,ko:K07025","ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120",-,R05287,RC00697,"ko00000,ko00001,ko01000",-,-,-,"HAD_2,Hydrolase"
lp_2836,220668.lp_2836,0,940,"COG0477@1|root,COG2814@2|Bacteria,1TPRN@1239|Firmicutes,4H9VV@91061|Bacilli,3F4A2@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the major facilitator superfamily,lmrB,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lp_2839,220668.lp_2839,5.97E-106,306,"2C9UQ@1|root,309VR@2|Bacteria,1U5T4@1239|Firmicutes,4IFH1@91061|Bacilli,3F6FU@33958|Lactobacillaceae",2|Bacteria,S,Domain of unknown function (DUF4811),-,-,-,-,-,-,-,-,-,-,-,-,DUF4811
lp_2840,220668.lp_2840,1.33E-134,380,"COG1670@1|root,COG1670@2|Bacteria,1V3NE@1239|Firmicutes,4HG1N@91061|Bacilli,3F6YW@33958|Lactobacillaceae",2|Bacteria,J,Acetyltransferase (GNAT) domain,ydaF,"GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008999,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0017198,GO:0018193,GO:0018209,GO:0019538,GO:0030920,GO:0031365,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1990189",-,ko:K03817,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,Acetyltransf_3
lp_2841,220668.lp_2841,2.17E-222,615,"COG2855@1|root,COG2855@2|Bacteria,1TQYA@1239|Firmicutes,4HCCP@91061|Bacilli,3F4TY@33958|Lactobacillaceae",2|Bacteria,S,Conserved hypothetical protein 698,-,-,-,-,-,-,-,-,-,-,-,-,Cons_hypoth698
lp_2842,220668.lp_2842,2.06E-194,539,"COG0583@1|root,COG0583@2|Bacteria,1TP6T@1239|Firmicutes,4HC4T@91061|Bacilli,3F4VC@33958|Lactobacillaceae",2|Bacteria,K,Transcriptional regulator,cysL,-,-,ko:K21900,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_1,LysR_substrate"
lp_2843,220668.lp_2843,0,1023,"COG0438@1|root,COG0438@2|Bacteria,1VSNK@1239|Firmicutes,4HU8G@91061|Bacilli,3F4VP@33958|Lactobacillaceae",2|Bacteria,M,Poly(Glycerol-phosphate) alpha-glucosyltransferase,tagE5,-,2.4.1.52,ko:K00712,-,-,-,-,"ko00000,ko01000,ko01003",-,GT4,-,"Asp1,Glyco_trans_A_1,Glyco_transf_4,Glycos_transf_1,Glyphos_transf"
lp_2844,220668.lp_2844,0,948,"COG0438@1|root,COG2849@1|root,COG0438@2|Bacteria,COG2849@2|Bacteria,1V09I@1239|Firmicutes,4HDDD@91061|Bacilli,3FBDH@33958|Lactobacillaceae",2|Bacteria,M,Glycosyl transferases group 1,tagE6,-,2.4.1.52,ko:K00712,-,-,-,-,"ko00000,ko01000,ko01003",-,GT4,-,"Glyco_trans_A_1,Glyco_transf_4,Glycos_transf_1,MORN_2"
lp_2845,220668.3422,1.14E-79,251,"COG1388@1|root,COG1388@2|Bacteria,1V773@1239|Firmicutes,4HIJG@91061|Bacilli,3F3JQ@33958|Lactobacillaceae",2|Bacteria,M,LysM domain protein,lytE,-,-,-,-,-,-,-,-,-,-,-,LysM
lp_2847,220668.lp_2847,2.72E-90,281,"COG1388@1|root,COG1388@2|Bacteria,1U5BF@1239|Firmicutes,4IF2S@91061|Bacilli,3F5FT@33958|Lactobacillaceae",2|Bacteria,M,LysM domain,lytE,-,-,-,-,-,-,-,-,-,-,-,LysM
lp_2848,220668.lp_2848,3.92E-120,342,"COG0350@1|root,COG0350@2|Bacteria,1VA03@1239|Firmicutes,4HETA@91061|Bacilli,3F6RF@33958|Lactobacillaceae",2|Bacteria,L,Methyltransferase,adaB,"GO:0003674,GO:0003824,GO:0003908,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",2.1.1.63,"ko:K00567,ko:K10778,ko:K13531",-,-,-,-,"ko00000,ko01000,ko03000,ko03400",-,-,-,"DNA_binding_1,Methyltransf_1N"
lp_2849,220668.lp_2849,1.04E-215,595,"COG4152@1|root,COG4152@2|Bacteria,1TR06@1239|Firmicutes,4H9RX@91061|Bacilli,3F4J8@33958|Lactobacillaceae",2|Bacteria,S,"ABC transporter, ATP-binding protein",natA,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162"
lp_2850,220668.lp_2850,6.76E-270,741,"COG1668@1|root,COG1668@2|Bacteria,1TXRK@1239|Firmicutes,4HC9K@91061|Bacilli,3F3KA@33958|Lactobacillaceae",2|Bacteria,CP,ABC-2 family transporter protein,natB,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane_3
lp_2851,220668.lp_2851,6.27E-166,465,"COG4221@1|root,COG4221@2|Bacteria,1TRHF@1239|Firmicutes,4HBXH@91061|Bacilli,3F3VA@33958|Lactobacillaceae",2|Bacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
lp_2852,220668.lp_2852,2.00E-73,219,"COG0599@1|root,COG0599@2|Bacteria,1V5CC@1239|Firmicutes,4HXN0@91061|Bacilli,3FBIG@33958|Lactobacillaceae",2|Bacteria,S,Carboxymuconolactone decarboxylase family,yphJ,-,4.1.1.44,ko:K01607,"ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220",-,R03470,RC00938,"ko00000,ko00001,ko01000",-,-,-,CMD
lp_2853,220668.lp_2853,4.77E-100,289,"COG1917@1|root,COG1917@2|Bacteria,1V3TP@1239|Firmicutes,4HWR6@91061|Bacilli,3FBIH@33958|Lactobacillaceae",2|Bacteria,S,Cupin domain,yphH,-,-,-,-,-,-,-,-,-,-,-,Cupin_2
lp_2854,220668.lp_2854,3.65E-103,298,"COG0789@1|root,COG0789@2|Bacteria,1VAT0@1239|Firmicutes,4HKQ1@91061|Bacilli,3FC64@33958|Lactobacillaceae",2|Bacteria,K,"transcriptional regulator, MerR family",-,-,-,-,-,-,-,-,-,-,-,-,MerR_1
lp_2855,220668.lp_2855,5.30E-302,823,"COG0624@1|root,COG0624@2|Bacteria,1TPMJ@1239|Firmicutes,4HB39@91061|Bacilli,3F3N9@33958|Lactobacillaceae",2|Bacteria,E,succinyl-diaminopimelate desuccinylase,dapE,-,3.5.1.18,ko:K01439,"ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230",M00016,R02734,"RC00064,RC00090","ko00000,ko00001,ko00002,ko01000",-,-,-,"M20_dimer,Peptidase_M20,Peptidase_M28"
lp_2856,220668.lp_2856,0,1622,"COG0577@1|root,COG0577@2|Bacteria,1TPHU@1239|Firmicutes,4HA2C@91061|Bacilli,3F4HF@33958|Lactobacillaceae",2|Bacteria,V,ABC transporter permease,ylbB,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD"
-,220668.lp_2858,5.42E-47,150,"COG1136@1|root,COG1136@2|Bacteria,1TQC9@1239|Firmicutes,4HB8D@91061|Bacilli,3F8X1@33958|Lactobacillaceae",2|Bacteria,V,ABC transporter,macB,-,-,ko:K02003,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
lp_2860,220668.lp_2860,5.06E-152,427,"COG0177@1|root,COG0177@2|Bacteria,1TRAK@1239|Firmicutes,4HATD@91061|Bacilli,3F42U@33958|Lactobacillaceae",2|Bacteria,L,"DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate",nth,-,4.2.99.18,ko:K10773,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DUF2400,EndIII_4Fe-2S,HhH-GPD"
lp_2861,220668.lp_2861,1.91E-142,402,"COG0110@1|root,COG0110@2|Bacteria,1TQEX@1239|Firmicutes,4HGH2@91061|Bacilli,3FBEM@33958|Lactobacillaceae",2|Bacteria,S,Maltose acetyltransferase,maa,-,"2.3.1.18,2.3.1.79","ko:K00633,ko:K00661",-,-,-,-,"ko00000,ko01000",-,-,-,"Hexapep,Hexapep_2,Mac"
lp_2862,220668.lp_2862,2.96E-150,422,"COG0681@1|root,COG0681@2|Bacteria,1V7H9@1239|Firmicutes,4HMGQ@91061|Bacilli,3F56W@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the peptidase S26 family,lepB,-,3.4.21.89,ko:K03100,"ko02024,ko03060,map02024,map03060",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_S24,Peptidase_S26"
lp_2863,220668.lp_2863,9.91E-150,421,"COG0681@1|root,COG0681@2|Bacteria,1V7H9@1239|Firmicutes,4HMGQ@91061|Bacilli,3F56W@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the peptidase S26 family,lepB,-,3.4.21.89,ko:K03100,"ko02024,ko03060,map02024,map03060",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,"Peptidase_S24,Peptidase_S26"
lp_2864,220668.lp_2864,6.91E-111,318,"29NXJ@1|root,309VP@2|Bacteria,1U5T3@1239|Firmicutes,4IFH0@91061|Bacilli,3F6FR@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2865,220668.lp_2865,4.58E-114,327,"COG0454@1|root,COG0456@2|Bacteria,1V3IC@1239|Firmicutes,4HH45@91061|Bacilli,3F7GI@33958|Lactobacillaceae",2|Bacteria,K,GNAT family,yvbK,-,3.1.3.25,ko:K01092,"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070",M00131,"R01185,R01186,R01187",RC00078,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10,Acetyltransf_7"
lp_2866,220668.lp_2866,9.76E-50,158,"29P9Q@1|root,30A7U@2|Bacteria,1U6B1@1239|Firmicutes,4IG2I@91061|Bacilli,3F7HP@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2867,220668.lp_2867,2.81E-64,196,"29P5Q@1|root,30A3V@2|Bacteria,1U65K@1239|Firmicutes,4IFVF@91061|Bacilli,3F748@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_2868,220668.lp_2868,5.46E-145,409,"COG0406@1|root,COG0406@2|Bacteria,1UUX3@1239|Firmicutes,4I2XG@91061|Bacilli,3F5PY@33958|Lactobacillaceae",2|Bacteria,G,Histidine phosphatase superfamily (branch 1),pgm8,-,-,-,-,-,-,-,-,-,-,-,His_Phos_1
lp_2870,220668.lp_2870,6.49E-90,263,"291WS@1|root,2ZPGE@2|Bacteria,1V42S@1239|Firmicutes,4ISVW@91061|Bacilli,3F78I@33958|Lactobacillaceae",2|Bacteria,S,Domain of unknown function (DUF4440),-,-,-,-,-,-,-,-,-,-,-,-,DUF4440
lp_2871,220668.lp_2871,1.15E-204,566,"COG0583@1|root,COG0583@2|Bacteria,1TT5B@1239|Firmicutes,4HK1M@91061|Bacilli,3F5CC@33958|Lactobacillaceae",2|Bacteria,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lp_2872,220668.lp_2872,3.74E-136,385,"COG0702@1|root,COG0702@2|Bacteria,1UJSC@1239|Firmicutes,4HGYK@91061|Bacilli,3F60E@33958|Lactobacillaceae",2|Bacteria,GM,NAD(P)H-binding,-,-,-,-,-,-,-,-,-,-,-,-,NAD_binding_10
lp_2873,220668.lp_2873,2.03E-248,682,"COG1063@1|root,COG1063@2|Bacteria,1TPIW@1239|Firmicutes,4HB2G@91061|Bacilli,3F42F@33958|Lactobacillaceae",2|Bacteria,E,alcohol dehydrogenase,adh,-,"1.1.1.1,1.1.1.14","ko:K00001,ko:K00008","ko00010,ko00040,ko00051,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",M00014,"R00623,R00754,R00875,R01896,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00085,RC00087,RC00088,RC00099,RC00102,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko00002,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
