Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_3524,14,21,13,29,23,28,NC_004567.2:3139240-3140295,YP_004891004.1,PTS-associated protein
lp_3525,1075,1790,907,1512,1758,1837,NC_004567.2:3140480-3141922,YP_004891005.1,6-phospho-beta-glucosidase
lp_3526,66,118,72,109,132,129,NC_004567.2:3142011-3143474,YP_004891006.1,6-phospho-beta-glucosidase
lp_3527,251,498,218,568,636,600,NC_004567.2:3143494-3145494,YP_004891007.1,PTS system beta-glucoside-specific transporter subunit IIBCA
lp_3529,335,785,337,740,832,949,NC_004567.2:3145662-3146510,YP_004891008.1,transcription antiterminator%2C BlgB family
lp_3530,65,121,54,96,101,134,NC_004567.2:3146732-3148936,YP_004891009.1,trehalose phosphorylase
lp_3531,187,418,249,322,376,482,NC_004567.2:3149184-3150161,YP_004891010.1,LacI family transcriptional regulator
lp_3533,112,200,139,166,152,223,NC_004567.2:3150331-3151752,YP_004891011.1,carbohydrate symporter%2C GPH family%2Cmaltose-isomaltose (or trehalose)%2C not sucrose
lp_3534,165,329,172,206,269,300,NC_004567.2:3151783-3154083,YP_004891012.1,alpha-glucosidase
lp_3535,51,83,55,59,70,105,NC_004567.2:3154175-3154411,YP_004891013.1,hypothetical protein
lp_3536,2132,4214,2738,3589,4171,5701,NC_004567.2:3154512-3155486,YP_004891014.1,choloylglycine hydrolase
lp_3537,4,5,2,8,4,13,NC_004567.2:3155694-3156509,YP_004891015.1,hydrolase%2C HAD superfamily%2C Cof family
lp_3538,5,15,16,21,18,26,NC_004567.2:3156582-3158579,YP_004891016.1,transketolase
lp_3539,3,4,3,5,4,8,NC_004567.2:3158609-3159262,YP_004891017.1,transaldolase
lp_3540,19,29,17,21,31,35,NC_004567.2:3159329-3160699,YP_004891018.1,PTS system%2C ascorbate-specific EIIC component
lp_3541,5,3,6,10,10,5,NC_004567.2:3160723-3161019,YP_004891019.1,PTS system%2C lactose/cellobiose-specific EIIB component
lp_3542,12,12,7,14,8,14,NC_004567.2:3161032-3161490,YP_004891020.1,PTS system%2C mannitol-specific EIIA component
lp_3543,191,371,225,287,353,411,NC_004567.2:3161661-3163712,YP_004891021.1,bifunctional protein: transcription regulator%3B PTS system%2C mannitol(cryptic)-specific EIIA component
lp_3544,3,0,2,7,4,7,NC_004567.2:3163852-3164475,YP_004891022.1,phosphohydrolase%2C possibly 2-phosphoglycolate phosphohydrolase or inorganic pyrophosphatase
lp_3545,32,61,41,62,77,92,NC_004567.2:3164581-3165639,YP_004891023.1,D-arabitol-phosphate dehydrogenase
lp_3546,31,48,26,78,82,61,NC_004567.2:3165720-3166991,YP_004891024.1,PTS system%2C galactitol-specific EIIC component
lp_3547,21,34,9,38,32,33,NC_004567.2:3167026-3167322,YP_004891025.1,PTS system%2C galactitol-specific EIIB component
lp_3548,30,69,31,90,78,80,NC_004567.2:3167357-3167827,YP_004891026.1,PTS system%2C galactitol-specific EIIA component
lp_3549,80,149,75,158,177,288,NC_004567.2:3168151-3168918,YP_004891027.1,DeoR family transcriptional regulator
lp_3551,288,489,255,598,724,753,NC_004567.2:3169087-3171477,YP_004891028.1,xylulose-5-phosphate phosphoketolase
lp_3552,5,17,7,18,10,18,NC_004567.2:3171557-3171955,YP_004891029.1,hypothetical protein
lp_3553,8,14,5,10,14,15,NC_004567.2:3172037-3172597,YP_004891030.1,arabinose O-acetyltransferase
lp_3554,17,38,17,26,37,30,NC_004567.2:3172678-3174102,YP_004891031.1,L-arabinose isomerase
lp_3555,3,9,0,9,9,8,NC_004567.2:3174154-3174882,YP_004891032.1,L-ribulose 5-phosphate 4-epimerase
lp_3556,8,12,10,10,13,20,NC_004567.2:3174900-3176501,YP_004891033.1,L-ribulokinase
lp_3557,19,20,15,17,35,28,NC_004567.2:3176518-3177918,YP_004891034.1,arabinose (promiscuous) transporter%2C major facilitator superfamily (MFS)
lp_3558,198,455,236,348,415,451,NC_004567.2:3178213-3179289,YP_004891035.1,GntR family transcriptional regulator
lp_3559,142,189,146,231,222,300,NC_004567.2:3179648-3180469,YP_004891036.1,RpiR family transcriptional regulator
lp_3560,33,58,36,45,69,89,NC_004567.2:3180518-3180925,YP_004891037.1,hypothetical protein
lp_3561,20,62,35,49,70,63,NC_004567.2:3180935-3181771,YP_004891038.1,lipase/esterase
lp_3562,14,26,12,35,20,28,NC_004567.2:3181784-3182620,YP_004891039.1,lipase/esterase
lp_3563,11,13,11,14,11,22,NC_004567.2:3182798-3184306,YP_004891040.1,sodium-coupled N-acetylneuraminate transporter
lp_3565,12,18,9,10,9,14,NC_004567.2:3184303-3185499,YP_004891041.1,Na(+)/H(+) antiporter
lp_3566,2,15,7,6,10,12,NC_004567.2:3185514-3186245,YP_004891042.1,N-acetylglucosamine 2-epimerase
lp_3567,35,71,25,54,43,78,NC_004567.2:3186451-3187314,YP_004891043.1,bifunctional protein: N-acetyl mannosamine kinase%2C ROK family%3B transcription regulator
lp_3568,252,489,273,399,473,499,NC_004567.2:3187587-3188465,YP_004891044.1,N-acetylneuraminate lyase
lp_3569,73,119,75,114,97,128,NC_004567.2:3188495-3188926,YP_004891045.1,transposase
lp_3570,93,137,66,85,110,114,NC_004567.2:3188859-3189269,YP_004891046.1,transposase
lp_3571,117,182,108,149,152,162,NC_004567.2:3189353-3190039,YP_004891047.1,N-acetylmannosamine-6-phosphate 2-epimerase
lp_3572,2561,4448,2473,4247,5110,5777,NC_004567.2:3190178-3191383,YP_004891048.1,FAD-dependent pyridine nucleotide-disulfide oxidoreductase
lp_3573,120,246,143,225,221,272,NC_004567.2:3191851-3192222,YP_004891049.1,pyrimidine dimer DNA glycosylase
lp_3575,39,84,54,67,88,122,NC_004567.2:3192418-3192966,YP_004891051.1,membrane protein
lp_3576,658,1702,727,1385,1732,2093,NC_004567.2:3193161-3193295,YP_004891052.1,hypothetical protein
lp_3577,634,1967,645,1518,1791,2336,NC_004567.2:3193312-3193557,YP_004891053.1,membrane protein
lp_3578,10542,19851,10490,16852,18587,21784,NC_004567.2:3193903-3195357,YP_004891054.1,catalase
lp_3579,5020,10580,5498,10532,11755,13830,NC_004567.2:3195515-3195952,YP_004891055.1,RNA polymerase (RNAP)-binding regulatory protein%2C arsenate reductase (ArsC) family%2C Spx subfamily
lp_3580,37315,63150,36224,48310,52715,65172,NC_004567.2:3196308-3197051,YP_004891056.1,two-component system response regulator%3B accesory gene regulator protein A
lp_3581,39803,75002,41057,53961,68618,77344,NC_004567.2:3197044-3198303,YP_004891057.1,two-component system histidine protein kinase%3B sensor protein
lp_3581a,905,2433,717,1465,1882,2248,NC_004567.2:3198318-3198440,YP_004891058.1,auto-inducing peptide (AIP) precursor
lp_3582,1893,4366,2092,2799,3330,4067,NC_004567.2:3198421-3199023,YP_004891059.1,auto-inducing peptide (AIP) export/modification protein
lp_3583,3346,7388,3278,5968,6969,7312,NC_004567.2:3199391-3201505,YP_004891060.1,ATP-dependent Clp protease ATP-binding subunit ClpL
lp_3586,114,205,106,139,163,204,NC_004567.2:3202766-3203866,YP_004891061.1,NAD-independent L-lactate dehydrogenase
lp_3587,159,287,142,176,245,222,NC_004567.2:3203893-3205647,YP_004891062.1,pyruvate oxidase
lp_3588,40,90,53,59,78,89,NC_004567.2:3205729-3206154,YP_004891063.1,Rrf2 family transcriptional regulator
lp_3589,4418,8687,4436,6531,7845,8645,NC_004567.2:3206327-3208138,YP_004891064.1,pyruvate oxidase
lp_3590,2,7,2,4,5,1,NC_004567.2:3208456-3208866,YP_004891065.1,hypothetical protein
lp_3591,9,23,8,18,17,19,NC_004567.2:3208954-3209643,YP_004891066.1,membrane protein
lp_3592,3,5,3,7,7,10,NC_004567.2:3209668-3210519,YP_004891067.1,rhamnulose-1-phosphate aldolase
lp_3593,1,9,12,11,10,13,NC_004567.2:3210562-3211845,YP_004891068.1,L-rhamnose isomerase
lp_3594,2,3,0,0,3,2,NC_004567.2:3211882-3212196,YP_004891069.1,L-rhamnose mutarotase
lp_3595,7,9,5,6,8,4,NC_004567.2:3212197-3213663,YP_004891070.1,rhamnulokinase
lp_3596,3,5,2,6,5,10,NC_004567.2:3213663-3214991,YP_004891071.1,beta-rhamnose transporter%2C major facilitator superfamily (MFS)
lp_3597,73,147,84,107,155,164,NC_004567.2:3215117-3216091,YP_004891072.1,AraC family transcriptional regulator
lp_3598,32,53,31,47,65,82,NC_004567.2:3216174-3216953,YP_004891073.1,DeoR family transcriptional regulator
lp_3599,26,57,22,62,62,68,NC_004567.2:3217252-3217713,YP_004891074.1,PTS system%2C galactitol-specific EIIA component
lp_3600,13,20,16,14,20,19,NC_004567.2:3217734-3218045,YP_004891075.1,PTS system%2C galactitol-specific EIIB component
lp_3601,27,49,24,63,53,65,NC_004567.2:3218082-3219632,YP_004891076.1,PTS system%2C galactitol-specific EIIC component
lp_3602,0,6,4,2,3,7,NC_004567.2:3219638-3219916,YP_004891077.1,hypothetical protein
lp_3603,29,60,43,45,55,73,NC_004567.2:3219913-3220635,YP_004891078.1,sugar-phosphate aldolase
lp_3604,148,210,123,195,245,256,NC_004567.2:3220802-3222214,YP_004891079.1,major facilitator superfamily myo-inositol transporter
lp_3605,53,107,62,71,91,106,NC_004567.2:3222254-3223291,YP_004891080.1,myo-inositol 2-dehydrogenase-like (promiscuous)
lp_3606,48,96,48,88,105,120,NC_004567.2:3223327-3224379,YP_004891081.1,myo-inositol 2-dehydrogenase (promiscuous)
lp_3607,61,123,61,118,126,138,NC_004567.2:3224451-3225353,YP_004891082.1,2-keto-myo-inositol dehydratase (promiscuous)
lp_3608,58,115,63,114,114,98,NC_004567.2:3225376-3226404,YP_004891083.1,myo-inositol 2-dehydrogenase-like (promiscuous)
lp_3611,42,75,46,58,53,73,NC_004567.2:3226734-3228200,YP_004891084.1,major facilitator superfamily myo-inositol transporter
lp_3612,43,102,49,72,61,65,NC_004567.2:3228248-3229273,YP_004891085.1,myo-inositol 2-dehydrogenase-like (promiscuous)
lp_3613,26,42,17,28,38,43,NC_004567.2:3229294-3229761,YP_004891086.1,hypothetical protein
lp_3614,44,104,52,95,92,94,NC_004567.2:3229780-3230712,YP_004891087.1,oxidoreductase%2C medium chain dehydrogenase/reductase family (MDR)
lp_3615,193,379,219,379,395,409,NC_004567.2:3231043-3231978,YP_004891088.1,inosine-uridine nucleoside N-ribohydrolase
lp_3617,24,51,27,41,45,82,NC_004567.2:3232378-3233067,YP_004891089.1,transaldolase
lp_3618,3,11,1,3,9,9,NC_004567.2:3233093-3233467,YP_004891090.1,PTS system%2C glucitol/sorbitol-specific EIIA component
lp_3619,14,24,14,23,23,36,NC_004567.2:3233486-3234499,YP_004891091.1,PTS system%2C glucitol/sorbitol-specific EIIB component and second of two IIC components
lp_3620,3,12,4,11,10,26,NC_004567.2:3234513-3235079,YP_004891092.1,PTS system%2C glucitol/sorbitol-specific EIIC component
lp_3621,2,14,4,13,14,10,NC_004567.2:3235076-3235591,YP_004891093.1,sorbitol operon activator
lp_3622,8,43,15,38,50,36,NC_004567.2:3235592-3237448,YP_004891094.1,sorbitol operon transcription antiterminator%2CBglG family
lp_3623,7,10,1,9,6,11,NC_004567.2:3237463-3238266,YP_004891095.1,sorbitol-6-phosphate 2-dehydrogenase
lp_3625,377,749,413,691,668,856,NC_004567.2:3238621-3239628,YP_004891096.1,LacI family transcriptional regulator
lp_3626,26,70,28,46,68,77,NC_004567.2:3239713-3241098,YP_004891097.1,maltose-isomaltose oligosaccharide proton symporter%2C GPH family
lp_3627,38,62,31,74,63,82,NC_004567.2:3241117-3242793,YP_004891098.1,exo-alfa-1%2C4-glucosidase
lp_3629,62,106,50,100,136,132,NC_004567.2:3242952-3244337,YP_004891099.1,beta-galactosidase
lp_3630,42,69,36,72,77,73,NC_004567.2:3244349-3245227,YP_004891100.1,bifunctional protien: transcription regulator%3B sugar kinase%2C ROK family
lp_3631,109,165,94,202,258,263,NC_004567.2:3245227-3247926,YP_004891101.1,alpha-mannosidase
lp_3632,41,67,43,79,98,87,NC_004567.2:3247933-3249222,YP_004891102.1,glycosyl hydrolase
lp_3633,119,186,111,202,234,256,NC_004567.2:3249370-3250434,YP_004891103.1,GntR family transcriptional regulator
lp_3634,175,254,182,280,317,351,NC_004567.2:3250440-3252587,YP_004891104.1,alpha-1%2C2-mannosidase
lp_3635,21,32,15,37,29,36,NC_004567.2:3252834-3253970,YP_004891105.1,ABC transporter%2C ATP-binding protein%2C mannose related oligosaccharides
lp_3637,49,112,41,94,85,99,NC_004567.2:3254221-3255084,YP_004891106.1,fructokinase
lp_3638,81,159,80,121,160,193,NC_004567.2:3255180-3256640,YP_004891107.1,two-component system response regulator
lp_3639,99,186,99,142,196,178,NC_004567.2:3256640-3258352,YP_004891108.1,two-component system histidine protein kinase%3B sensor protein
lp_3640,27,56,26,32,49,57,NC_004567.2:3258353-3258964,YP_004891109.1,membrane protein
lp_3641,14,27,13,20,34,32,NC_004567.2:3259037-3260662,YP_004891110.1,glucan 1%2C6-alpha-glucosidase
lp_3642,89,154,69,120,178,183,NC_004567.2:3260765-3262237,YP_004891111.1,ABC transporter%2C substrate binding protein%2Cmannose-related oligosaccharides
lp_3643,17,42,25,35,60,57,NC_004567.2:3262327-3263244,YP_004891112.1,ABC transporter%2C permease protein%2Cmannose-related oligosaccharides
lp_3644,39,50,24,59,66,50,NC_004567.2:3263257-3264219,YP_004891113.1,ABC transporter%2C permease protein%2Cmannose-related oligosaccharides
lp_3645,111,245,111,201,204,225,NC_004567.2:3264555-3266405,YP_004891114.1,beta hexosamidase or lacto-N-biosidase or beta N-acetylglucosamidase
lp_3646,60,79,60,73,85,118,NC_004567.2:3266576-3267403,YP_004891115.1,AraC family transcriptional regulator
lp_3647,53,107,69,92,113,97,NC_004567.2:3267532-3269280,YP_004891116.1,ABC transporter ATP-binding protein/permease
lp_3648,62,105,61,85,105,95,NC_004567.2:3269282-3271072,YP_004891117.1,ABC transporter ATP-binding protein/permease
lp_3649,51,60,39,70,73,62,NC_004567.2:3271302-3272351,YP_004891118.1,GntR family transcriptional regulator
lp_3650,19,53,32,39,44,62,NC_004567.2:3272383-3273249,YP_004891119.1,regulator%2C Fis family
lp_3652,13,30,14,24,25,39,NC_004567.2:3273499-3273876,YP_004891120.1,PTS system%2C glucitol/sorbitol-specific EIIA component
lp_3653,11,31,14,16,31,31,NC_004567.2:3273904-3274923,YP_004891121.1,PTS system%2C glucitol/sorbitol-specific EIIB component and second of two IIC components
lp_3654,5,23,8,23,16,28,NC_004567.2:3274947-3275498,YP_004891122.1,PTS system%2C glucitol/sorbitol-specific EIIC component
lp_3655,2,12,7,10,4,17,NC_004567.2:3275503-3276009,YP_004891123.1,sorbitol operon activator
lp_3656,18,46,34,39,52,59,NC_004567.2:3276009-3277874,YP_004891124.1,sorbitol operon transcription antiterminator%2CBglG family
lp_3657,8,31,7,21,39,26,NC_004567.2:3277908-3278711,YP_004891125.1,sorbitol-6-phosphate 2-dehydrogenase
lp_3658,113,170,89,172,179,215,NC_004567.2:3279016-3279900,YP_004891126.1,ribose transport protein
lp_3659,39,78,41,77,72,91,NC_004567.2:3279930-3280325,YP_004891127.1,D-ribose mutarotase
lp_3660,119,209,111,163,203,185,NC_004567.2:3280328-3281248,YP_004891128.1,ribokinase
lp_3661,62,113,72,100,122,167,NC_004567.2:3281352-3282350,YP_004891129.1,LacI family transcriptional regulator%2C ribose
lp_3662,73,101,56,105,101,110,NC_004567.2:3282610-3285213,YP_004891130.1,bifunctional protein: alcohol dehydrogenase%3B acetaldehyde dehydrogenase
lp_3663,605,1104,610,1013,968,1243,NC_004567.2:3285502-3285963,YP_004891131.1,nucleotide-binding protein%2C universal stress protein UspA family
lp_3664,107,182,97,144,141,176,NC_004567.2:3286154-3286699,YP_004891132.1,transcriptional regulator of phenolic acid metabolism%2C PadR family
lp_3665,116,156,100,166,132,193,NC_004567.2:3286815-3287351,YP_004891133.1,phenolic acid decarboxylase
lp_3666,18,36,19,28,35,40,NC_004567.2:3287513-3288313,YP_004891134.1,aromatic compound hydratase/decarboxylase
lp_3668,30,64,20,65,64,69,NC_004567.2:3289085-3289567,YP_004891135.1,GNAT family acetyltransferase
lp_3669,330,523,314,491,575,685,NC_004567.2:3289725-3290591,YP_004891136.1,DegV family protein
lp_3672,236,397,199,359,374,477,NC_004567.2:3290690-3291112,YP_004891137.1,Xre family transcriptional regulator
lp_3673,666,1341,600,1128,1331,1376,NC_004567.2:3291125-3292441,YP_004891138.1,aminopeptidase C
lp_3675,84,202,93,200,222,261,NC_004567.2:3292670-3293257,YP_004891139.1,signal peptidase I
lp_3676,300,758,401,444,558,674,NC_004567.2:3293466-3295004,YP_004891140.1,cell surface protein precursor%2C CscC family
lp_3677,20,60,21,30,31,48,NC_004567.2:3295024-3295365,YP_004891141.1,cell surface protein precursor%2C CscD family%2CLPXTG-motif cell wall anchor
lp_3678,86,281,118,141,262,243,NC_004567.2:3295385-3296446,YP_004891142.1,cell surface protein precursor
lp_3679,463,1470,683,738,876,1230,NC_004567.2:3296593-3297330,YP_004891143.1,cell surface protein precursor%2C CscB family
lp_3681,2106,3585,2058,2946,3372,3421,NC_004567.2:3297586-3299496,YP_004891144.1,cell division protein GidA
lp_3682,1281,2220,1160,1946,2224,2335,NC_004567.2:3299515-3300906,YP_004891145.1,GTPase and tRNA-U34 5-formylation enzyme
lp_3683,380,590,327,538,472,678,NC_004567.2:3301138-3302106,YP_004891146.1,single stranded DNA-binding protein
lp_3684,56,80,43,59,59,96,NC_004567.2:3302592-3303845,YP_004891147.1,amidohydrolase family protein
lp_3686,29,69,44,47,54,73,NC_004567.2:3303978-3305615,YP_004891148.1,ABC transporter substrate-binding protein
lp_3687,8754,13772,7975,11019,11440,12014,NC_004567.2:3306330-3307163,YP_004891149.1,preprotein translocase%2C YidC subunit
lp_3688,4313,6428,3870,5065,4633,5302,NC_004567.2:3307179-3307523,YP_004891150.1,ribonuclease P
lp_3688a,2949,5564,2421,4693,4501,5733,NC_004567.2:3307634-3307768,YP_004891151.1,50S ribosomal protein L34
pWCFS101_01,270,427,261,365,373,537,NC_006375.1:163-1122,YP_133708.1,replication protein
pWCFS101_02,26,39,23,35,36,54,NC_006375.1:1260-1406,YP_133709.1,hypothetical protein
pWCFS101_03,70,67,58,73,67,97,NC_006375.1:1627-1809,YP_133710.1,hypothetical protein
pWCFS102_01,20,23,22,31,28,41,NC_006376.1:2242-2400,YP_133711.1,copy-number control protein
pWCFS102_02,1140,2083,1272,1715,1877,2343,NC_006376.1:102-761,YP_133712.1,replication protein
pWCFS102_03,149,319,169,287,257,323,NC_006376.1:953-1393,YP_133713.1,hypothetical protein
pWCFS102_04,150,269,131,221,173,248,NC_006376.1:1686-1889,YP_133714.1,hypothetical protein
pWCFS103_01,312,584,321,357,384,564,NC_006377.1:35839-36120,YP_133715.1,DNA-damage-inducible gene
pWCFS103_02,116,249,125,148,190,210,NC_006377.1:302-610,YP_133716.1,replication protein
pWCFS103_03,1200,2420,1214,1859,1952,2499,NC_006377.1:925-1257,YP_133717.1,hypothetical protein
pWCFS103_04,371,833,424,530,584,819,NC_006377.1:2061-2861,YP_133718.1,copy number control protein
pWCFS103_05,269,484,294,298,338,467,NC_006377.1:2863-3213,YP_133719.1,hypothetical protein
pWCFS103_06,118,248,110,164,141,244,NC_006377.1:3344-3586,YP_133720.1,hypothetical protein
pWCFS103_07,185,363,187,268,281,345,NC_006377.1:3816-4370,YP_133721.1,putative resolvase
pWCFS103_08,6,6,3,8,11,11,NC_006377.1:4649-4855,YP_133722.1,hypothetical protein
pWCFS103_09,46,81,40,69,73,75,NC_006377.1:5378-5641,YP_133723.1,hypothetical protein
pWCFS103_10,101,189,114,147,144,179,NC_006377.1:5713-6072,YP_133724.1,regulator of arsenical resistance
pWCFS103_11,150,285,155,158,173,227,NC_006377.1:6059-6421,YP_133725.1,repressor of arsenical resistance
pWCFS103_12,162,235,186,186,169,228,NC_006377.1:6505-8235,YP_133726.1,arsenical pump-driving ATPase
pWCFS103_13,76,123,94,95,84,114,NC_006377.1:8294-9589,YP_133727.1,arsenical pump membrane protein
pWCFS103_14,14,20,14,22,17,27,NC_006377.1:9606-9935,YP_133728.1,hypothetical protein
pWCFS103_15,23,23,24,24,25,42,NC_006377.1:9958-10257,YP_133729.1,repressor of arsenical resistance
pWCFS103_16,1135,2155,1329,1795,1981,2556,NC_006377.1:10281-11681,YP_133730.1,NADH oxidase (putative)
pWCFS103_17,129,257,144,207,178,293,NC_006377.1:12031-12399,YP_133731.1,putative positive regulator of cadmium resistance
pWCFS103_18,217,421,235,348,385,470,NC_006377.1:12401-13015,YP_133732.1,putative cadmium resistance gene
pWCFS103_19,541,863,502,667,702,771,NC_006377.1:13100-14134,YP_133733.1,putative transposase
